Order_ID,Order_Date,Customer_ID,Gender,Age,City,Product,Category,Price,Quantity,Payment_Method,Revenue
1076,2024-03-16,2091,Male,35,Ibadan,Fridge,Home Appliances,396189,4,Card,1584756
1077,2024-03-17,2366,Female,47,Kano,Laptop,Home Appliances,166859,2,Transfer,333718
1078,2024-03-18,2955,Male,32,Lagos,Blender,Electronics,238490,4,Transfer,953960
1079,2024-03-19,2454,Female,44,Kano,Laptop,Electronics,457688,3,Card,1373064
1080,2024-03-20,2427,Female,51,Abuja,Fridge,Home Appliances,53471,3,Card,160413
1081,2024-03-21,2508,Female,55,Kano,Phone,Home Appliances,288404,4,Card,1153616
1082,2024-03-22,2775,Male,50,Lagos,Fridge,Home Appliances,170312,2,Card,340624
1083,2024-03-23,2942,Male,41,Abuja,Blender,Electronics,276876,2,Card,553752
1084,2024-03-24,2034,Female,32,Kano,Fridge,Electronics,189401,1,Card,189401
1085,2024-03-25,2205,Female,47,Ibadan,Blender,Electronics,215937,3,Transfer,647811
1086,2024-03-26,2080,Male,59,Abuja,Blender,Electronics,96850,1,Transfer,96850
1087,2024-03-27,2931,Female,34,Abuja,Blender,Electronics,366364,1,Cash,366364
1088,2024-03-28,2561,Female,22,Ibadan,Blender,Electronics,293306,4,Transfer,1173224
1089,2024-03-29,2871,Female,46,Port Harcourt,Blender,Home Appliances,143808,4,Transfer,575232
1090,2024-03-30,2387,Male,21,Lagos,Phone,Home Appliances,187469,1,Card,187469
1091,2024-03-31,2001,Male,27,Port Harcourt,Laptop,Electronics,278981,3,Card,836943
1092,2024-04-01,2389,Male,34,Kano,TV,Home Appliances,216597,4,Transfer,866388
1093,2024-04-02,2565,Female,27,Ibadan,Laptop,Home Appliances,103072,1,Cash,103072
1094,2024-04-03,2105,Female,34,Port Harcourt,Blender,Electronics,271178,1,Card,271178
1095,2024-04-04,2771,Female,37,Abuja,Phone,Home Appliances,133820,1,Transfer,133820
1096,2024-04-05,2821,Male,41,Kano,Fridge,Electronics,73284,1,Transfer,73284
1097,2024-04-06,2476,Female,22,Kano,Phone,Electronics,133369,1,Cash,133369
1098,2024-04-07,2702,Female,51,Port Harcourt,Blender,Home Appliances,337266,1,Cash,337266
1099,2024-04-08,2401,Female,23,Port Harcourt,Phone,Electronics,442493,4,Card,1769972
1100,2024-04-09,2729,Female,19,Ibadan,Phone,Electronics,382697,3,Cash,1148091
1101,2024-04-10,2555,Male,30,Lagos,Blender,Electronics,262978,1,Transfer,262978
1102,2024-04-11,2161,Male,28,Port Harcourt,Phone,Electronics,406932,2,Transfer,813864
1103,2024-04-12,2201,Female,40,Port Harcourt,TV,Electronics,112812,4,Cash,451248
1104,2024-04-13,2957,Male,33,Abuja,TV,Electronics,320143,4,Cash,1280572
1105,2024-04-14,2995,Male,48,Kano,Phone,Electronics,334580,1,Cash,334580
1106,2024-04-15,2269,Female,28,Lagos,Fridge,Electronics,355107,4,Cash,1420428
1107,2024-04-16,2862,Female,33,Abuja,Blender,Home Appliances,183168,1,Card,183168
1108,2024-04-17,2815,Male,25,Ibadan,TV,Home Appliances,294809,3,Cash,884427
1109,2024-04-18,2270,Female,21,Ibadan,Fridge,Home Appliances,468495,3,Card,1405485
1110,2024-04-19,2455,Male,57,Port Harcourt,Phone,Electronics,302164,4,Transfer,1208656
1111,2024-04-20,2461,Female,21,Port Harcourt,Fridge,Electronics,421043,4,Cash,1684172
1112,2024-04-21,2726,Male,42,Ibadan,Laptop,Home Appliances,295317,2,Card,590634
1113,2024-04-22,2251,Female,20,Port Harcourt,TV,Home Appliances,338345,4,Cash,1353380
1114,2024-04-23,2701,Male,49,Lagos,Phone,Home Appliances,200787,2,Transfer,401574
1115,2024-04-24,2295,Male,20,Port Harcourt,Blender,Electronics,210381,3,Transfer,631143
1116,2024-04-25,2724,Male,44,Kano,Phone,Home Appliances,196150,3,Transfer,588450
1117,2024-04-26,2719,Female,46,Port Harcourt,Blender,Home Appliances,499830,1,Cash,499830
1118,2024-04-27,2748,Male,49,Abuja,Phone,Electronics,55105,3,Cash,165315
1119,2024-04-28,2337,Male,36,Lagos,Fridge,Home Appliances,429810,2,Card,859620
1120,2024-04-29,2878,Female,38,Abuja,Fridge,Electronics,406992,4,Transfer,1627968
1121,2024-04-30,2052,Female,22,Abuja,Fridge,Electronics,314983,1,Cash,314983
1122,2024-05-01,2791,Male,35,Kano,Laptop,Electronics,118920,2,Transfer,237840
1123,2024-05-02,2921,Male,45,Lagos,Blender,Home Appliances,355763,4,Transfer,1423052
1124,2024-05-03,2216,Female,59,Lagos,Fridge,Home Appliances,92821,1,Card,92821
1125,2024-05-04,2763,Female,39,Lagos,Laptop,Electronics,175736,3,Card,527208
1126,2024-05-05,2187,Female,38,Lagos,Blender,Home Appliances,456709,2,Card,913418
1127,2024-05-06,2379,Female,23,Lagos,Phone,Home Appliances,67069,4,Card,268276
1128,2024-05-07,2492,Female,18,Kano,Laptop,Home Appliances,57531,1,Transfer,57531
1129,2024-05-08,2040,Male,22,Port Harcourt,TV,Home Appliances,480267,1,Card,480267
1130,2024-05-09,2156,Female,58,Abuja,Laptop,Electronics,188808,3,Card,566424
1131,2024-05-10,2014,Male,29,Lagos,Laptop,Home Appliances,188782,4,Card,755128
1132,2024-05-11,2812,Male,43,Port Harcourt,Blender,Electronics,117155,3,Card,351465
1133,2024-05-12,2064,Male,51,Port Harcourt,Phone,Electronics,457191,3,Transfer,1371573
1134,2024-05-13,2856,Female,31,Abuja,TV,Home Appliances,112424,4,Card,449696
1135,2024-05-14,2838,Male,43,Kano,Fridge,Electronics,357747,4,Transfer,1430988
1136,2024-05-15,2520,Male,44,Ibadan,Fridge,Home Appliances,466468,4,Cash,1865872
1137,2024-05-16,2343,Female,26,Ibadan,Laptop,Home Appliances,182503,2,Transfer,365006
1138,2024-05-17,2128,Male,43,Port Harcourt,Blender,Electronics,255675,4,Transfer,1022700
1139,2024-05-18,2647,Male,39,Abuja,Blender,Electronics,218553,1,Card,218553
1140,2024-05-19,2471,Female,47,Ibadan,Fridge,Electronics,404717,3,Cash,1214151
1141,2024-05-20,2062,Male,34,Port Harcourt,TV,Electronics,190629,2,Cash,381258
1142,2024-05-21,2138,Male,43,Kano,Phone,Home Appliances,415446,4,Cash,1661784
1143,2024-05-22,2498,Male,53,Ibadan,TV,Home Appliances,181234,2,Cash,362468
1144,2024-05-23,2592,Female,18,Port Harcourt,Phone,Home Appliances,477958,4,Transfer,1911832
1145,2024-05-24,2391,Female,25,Port Harcourt,Fridge,Electronics,69675,2,Cash,139350
1146,2024-05-25,2674,Female,52,Lagos,Phone,Electronics,123997,3,Transfer,371991
1147,2024-05-26,2418,Male,32,Kano,Blender,Electronics,198087,3,Transfer,594261
1148,2024-05-27,2288,Male,39,Lagos,Laptop,Home Appliances,493273,1,Transfer,493273
1149,2024-05-28,2378,Female,31,Abuja,Laptop,Electronics,475807,1,Cash,475807
1150,2024-05-29,2772,Male,43,Lagos,Fridge,Home Appliances,281390,4,Card,1125560
1151,2024-05-30,2489,Male,45,Lagos,Blender,Electronics,190905,3,Card,572715
1152,2024-05-31,2230,Female,40,Ibadan,TV,Home Appliances,320040,2,Cash,640080
1153,2024-06-01,2040,Female,31,Port Harcourt,Blender,Home Appliances,476188,2,Card,952376
1154,2024-06-02,2027,Male,41,Kano,Laptop,Electronics,361877,2,Card,723754
1155,2024-06-03,2134,Male,19,Lagos,Laptop,Electronics,301435,1,Transfer,301435
1156,2024-06-04,2200,Male,43,Kano,Blender,Home Appliances,91800,2,Transfer,183600
1157,2024-06-05,2839,Female,31,Lagos,Blender,Home Appliances,146044,1,Cash,146044
1158,2024-06-06,2779,Female,24,Abuja,Laptop,Electronics,317491,1,Cash,317491
1159,2024-06-07,2929,Female,20,Lagos,TV,Electronics,240135,4,Card,960540
1160,2024-06-08,2032,Female,40,Ibadan,Fridge,Home Appliances,183715,2,Transfer,367430
1161,2024-06-09,2047,Male,35,Port Harcourt,Fridge,Electronics,352929,2,Cash,705858
1162,2024-06-10,2502,Female,55,Abuja,Blender,Home Appliances,330825,3,Cash,992475
1163,2024-06-11,2406,Female,52,Lagos,Fridge,Home Appliances,493242,4,Cash,1972968
1164,2024-06-12,2573,Female,32,Kano,Laptop,Electronics,416008,3,Cash,1248024
1165,2024-06-13,2727,Female,42,Abuja,Laptop,Electronics,459108,4,Cash,1836432
1166,2024-06-14,2804,Female,54,Abuja,Blender,Electronics,359443,2,Cash,718886
1167,2024-06-15,2098,Male,45,Lagos,Blender,Electronics,67073,1,Card,67073
1168,2024-06-16,2683,Male,27,Abuja,Blender,Electronics,414448,1,Transfer,414448
1169,2024-06-17,2871,Female,56,Kano,TV,Home Appliances,80682,1,Transfer,80682
1170,2024-06-18,2725,Male,34,Abuja,Fridge,Home Appliances,278870,1,Cash,278870
1171,2024-06-19,2986,Female,56,Kano,Blender,Electronics,277966,1,Transfer,277966
1172,2024-06-20,2546,Female,39,Lagos,Phone,Electronics,436446,3,Transfer,1309338
1173,2024-06-21,2960,Male,43,Port Harcourt,Phone,Electronics,457505,4,Transfer,1830020
1174,2024-06-22,2738,Male,42,Abuja,Laptop,Home Appliances,165359,2,Cash,330718
1175,2024-06-23,2612,Female,34,Port Harcourt,Fridge,Electronics,451143,3,Cash,1353429
1176,2024-06-24,2942,Female,30,Kano,Blender,Electronics,491546,4,Transfer,1966184
1177,2024-06-25,2461,Female,37,Abuja,Phone,Home Appliances,116707,1,Transfer,116707
1178,2024-06-26,2642,Male,42,Ibadan,Fridge,Home Appliances,301351,4,Cash,1205404
1179,2024-06-27,2768,Female,21,Port Harcourt,Laptop,Electronics,288511,4,Card,1154044
1180,2024-06-28,2004,Female,27,Abuja,TV,Electronics,285718,1,Transfer,285718
1181,2024-06-29,2217,Female,20,Port Harcourt,Fridge,Electronics,115428,1,Card,115428
1182,2024-06-30,2502,Male,58,Abuja,Fridge,Home Appliances,100601,1,Transfer,100601
1183,2024-07-01,2766,Female,35,Lagos,TV,Electronics,445755,2,Card,891510
1184,2024-07-02,2397,Female,53,Port Harcourt,Fridge,Electronics,161487,1,Card,161487
1185,2024-07-03,2870,Male,39,Ibadan,Laptop,Electronics,203741,2,Card,407482
1186,2024-07-04,2794,Female,51,Ibadan,Laptop,Home Appliances,463860,1,Cash,463860
1187,2024-07-05,2392,Female,25,Kano,TV,Home Appliances,461961,2,Card,923922
1188,2024-07-06,2206,Male,57,Abuja,Blender,Electronics,301924,4,Card,1207696
1189,2024-07-07,2014,Female,36,Port Harcourt,Phone,Electronics,309153,3,Card,927459
1190,2024-07-08,2857,Male,59,Kano,Blender,Home Appliances,340372,4,Transfer,1361488
1191,2024-07-09,2553,Male,58,Port Harcourt,Fridge,Home Appliances,299430,4,Card,1197720
1192,2024-07-10,2891,Female,54,Abuja,Phone,Home Appliances,477737,1,Transfer,477737
1193,2024-07-11,2460,Female,23,Ibadan,TV,Home Appliances,172788,2,Card,345576
1194,2024-07-12,2690,Female,43,Lagos,TV,Home Appliances,147239,3,Card,441717
1195,2024-07-13,2574,Female,51,Ibadan,Phone,Home Appliances,76928,1,Cash,76928
1196,2024-07-14,2863,Male,23,Kano,Laptop,Home Appliances,330466,1,Transfer,330466
1197,2024-07-15,2742,Female,54,Lagos,Phone,Home Appliances,400040,1,Card,400040
1198,2024-07-16,2240,Male,50,Kano,Fridge,Home Appliances,112292,4,Transfer,449168
1199,2024-07-17,2563,Female,39,Abuja,Laptop,Electronics,79055,2,Transfer,158110
1200,2024-07-18,2095,Female,38,Lagos,TV,Electronics,355035,2,Cash,710070
1201,2024-07-19,2899,Female,23,Kano,Phone,Electronics,131912,3,Cash,395736
1202,2024-07-20,2733,Male,23,Abuja,Blender,Home Appliances,187660,2,Cash,375320
1203,2024-07-21,2484,Female,21,Ibadan,Blender,Electronics,402680,2,Cash,805360
1204,2024-07-22,2406,Female,47,Abuja,Fridge,Home Appliances,318448,1,Cash,318448
1205,2024-07-23,2230,Female,28,Port Harcourt,Blender,Home Appliances,57345,1,Cash,57345
1206,2024-07-24,2748,Female,47,Abuja,Phone,Electronics,210372,4,Cash,841488
1207,2024-07-25,2654,Male,48,Abuja,Phone,Home Appliances,467475,1,Cash,467475
1208,2024-07-26,2170,Female,41,Port Harcourt,Blender,Electronics,141006,1,Card,141006
1209,2024-07-27,2540,Male,26,Kano,Phone,Electronics,458568,1,Transfer,458568
1210,2024-07-28,2035,Male,20,Kano,Fridge,Electronics,179350,1,Cash,179350
1211,2024-07-29,2524,Male,48,Abuja,Laptop,Home Appliances,214437,4,Cash,857748
1212,2024-07-30,2159,Male,57,Port Harcourt,Fridge,Electronics,331590,1,Transfer,331590
1213,2024-07-31,2838,Male,54,Port Harcourt,Fridge,Home Appliances,314480,3,Card,943440
1214,2024-08-01,2698,Male,53,Ibadan,Phone,Electronics,374176,3,Transfer,1122528
1215,2024-08-02,2242,Female,41,Kano,Laptop,Electronics,256487,3,Transfer,769461
1216,2024-08-03,2085,Male,48,Lagos,Phone,Electronics,147852,3,Cash,443556
1217,2024-08-04,2795,Male,23,Kano,TV,Home Appliances,188593,1,Transfer,188593
1218,2024-08-05,2577,Male,19,Kano,Phone,Home Appliances,252779,3,Transfer,758337
1219,2024-08-06,2681,Female,37,Ibadan,Phone,Home Appliances,204553,1,Cash,204553
1220,2024-08-07,2556,Female,45,Lagos,Phone,Electronics,330618,4,Cash,1322472
1221,2024-08-08,2573,Male,28,Ibadan,Laptop,Electronics,227832,3,Cash,683496
1222,2024-08-09,2952,Female,21,Lagos,Phone,Home Appliances,367862,2,Cash,735724
1223,2024-08-10,2645,Male,32,Abuja,Laptop,Home Appliances,356773,3,Transfer,1070319
1224,2024-08-11,2795,Male,23,Lagos,Blender,Home Appliances,95232,3,Transfer,285696
1225,2024-08-12,2027,Female,47,Ibadan,TV,Home Appliances,398688,1,Card,398688
1226,2024-08-13,2619,Male,55,Kano,Laptop,Home Appliances,309013,3,Card,927039
1227,2024-08-14,2555,Female,19,Lagos,Blender,Home Appliances,362813,2,Transfer,725626
1228,2024-08-15,2339,Female,32,Lagos,Laptop,Electronics,259093,1,Card,259093
1229,2024-08-16,2797,Male,28,Port Harcourt,Laptop,Home Appliances,381328,1,Transfer,381328
1230,2024-08-17,2957,Male,25,Kano,TV,Electronics,229017,4,Card,916068
1231,2024-08-18,2330,Female,43,Abuja,Fridge,Electronics,63140,4,Cash,252560
1232,2024-08-19,2639,Male,22,Ibadan,Fridge,Home Appliances,438612,3,Card,1315836
1233,2024-08-20,2505,Male,23,Abuja,Laptop,Home Appliances,133457,4,Cash,533828
1234,2024-08-21,2347,Male,43,Kano,Phone,Electronics,64357,4,Cash,257428
1235,2024-08-22,2472,Female,21,Lagos,Blender,Home Appliances,161672,4,Cash,646688
1236,2024-08-23,2230,Female,36,Lagos,Phone,Home Appliances,380817,1,Cash,380817
1237,2024-08-24,2189,Male,37,Kano,Phone,Electronics,171673,1,Card,171673
1238,2024-08-25,2224,Female,50,Lagos,Laptop,Electronics,115633,1,Transfer,115633
1239,2024-08-26,2384,Female,37,Lagos,Laptop,Electronics,258015,4,Cash,1032060
1240,2024-08-27,2376,Female,29,Lagos,Laptop,Home Appliances,146111,1,Card,146111
1241,2024-08-28,2282,Female,18,Ibadan,Laptop,Electronics,390402,4,Cash,1561608
1242,2024-08-29,2957,Female,43,Ibadan,Fridge,Home Appliances,456140,1,Card,456140
1243,2024-08-30,2632,Male,31,Port Harcourt,Laptop,Electronics,119286,1,Card,119286
1244,2024-08-31,2627,Male,55,Abuja,Fridge,Electronics,143269,2,Card,286538
1245,2024-09-01,2972,Male,54,Kano,Fridge,Electronics,308635,3,Transfer,925905
1246,2024-09-02,2744,Female,28,Kano,Laptop,Home Appliances,124071,4,Card,496284
1247,2024-09-03,2258,Female,53,Kano,TV,Home Appliances,271095,2,Card,542190
1248,2024-09-04,2358,Male,30,Port Harcourt,Blender,Electronics,80651,1,Transfer,80651
1249,2024-09-05,2709,Female,20,Ibadan,Phone,Electronics,120202,4,Transfer,480808
1250,2024-09-06,2455,Male,50,Port Harcourt,Fridge,Electronics,98777,1,Card,98777
1251,2024-09-07,2410,Male,23,Kano,Blender,Home Appliances,198066,3,Transfer,594198
1252,2024-09-08,2648,Male,27,Abuja,TV,Electronics,379407,2,Cash,758814
1253,2024-09-09,2317,Female,22,Lagos,Phone,Home Appliances,240706,3,Cash,722118
1254,2024-09-10,2676,Female,40,Ibadan,Phone,Electronics,150158,2,Transfer,300316
1255,2024-09-11,2224,Male,27,Ibadan,Fridge,Electronics,322944,1,Transfer,322944
1256,2024-09-12,2818,Male,19,Port Harcourt,Laptop,Electronics,349967,3,Card,1049901
1257,2024-09-13,2233,Male,30,Ibadan,TV,Electronics,289647,3,Transfer,868941
1258,2024-09-14,2683,Male,57,Kano,Fridge,Electronics,376022,1,Card,376022
1259,2024-09-15,2663,Female,19,Kano,TV,Electronics,330852,3,Cash,992556
1260,2024-09-16,2974,Female,37,Port Harcourt,Laptop,Home Appliances,193891,4,Transfer,775564
1261,2024-09-17,2826,Male,18,Kano,Laptop,Electronics,255977,2,Card,511954
1262,2024-09-18,2373,Male,54,Abuja,Fridge,Home Appliances,113870,2,Card,227740
1263,2024-09-19,2671,Female,26,Port Harcourt,Laptop,Electronics,59283,2,Cash,118566
1264,2024-09-20,2607,Female,34,Abuja,Blender,Electronics,211645,4,Transfer,846580
1265,2024-09-21,2471,Male,26,Lagos,Phone,Home Appliances,390851,2,Cash,781702
1266,2024-09-22,2232,Male,28,Abuja,Fridge,Electronics,474149,1,Card,474149
1267,2024-09-23,2691,Male,32,Lagos,TV,Home Appliances,55774,3,Card,167322
1268,2024-09-24,2112,Female,41,Lagos,Blender,Home Appliances,253127,4,Transfer,1012508
1269,2024-09-25,2829,Female,55,Abuja,Fridge,Electronics,192055,2,Card,384110
1270,2024-09-26,2496,Female,52,Port Harcourt,Laptop,Home Appliances,146468,1,Transfer,146468
1271,2024-09-27,2441,Male,47,Kano,Laptop,Home Appliances,408478,3,Cash,1225434
1272,2024-09-28,2563,Male,48,Kano,Laptop,Electronics,330277,3,Transfer,990831
1273,2024-09-29,2267,Female,22,Lagos,Laptop,Home Appliances,458155,4,Transfer,1832620
1274,2024-09-30,2509,Female,31,Lagos,TV,Electronics,50781,4,Card,203124
1275,2024-10-01,2806,Male,28,Port Harcourt,Blender,Electronics,164586,4,Card,658344
1276,2024-10-02,2385,Female,26,Ibadan,Phone,Electronics,499916,1,Transfer,499916
1277,2024-10-03,2386,Female,51,Abuja,TV,Electronics,339768,1,Card,339768
1278,2024-10-04,2112,Male,29,Lagos,TV,Home Appliances,56823,4,Card,227292
1279,2024-10-05,2612,Female,52,Kano,Phone,Electronics,68489,2,Card,136978
1280,2024-10-06,2624,Male,52,Port Harcourt,Phone,Electronics,221033,3,Transfer,663099
1281,2024-10-07,2951,Male,18,Abuja,Laptop,Home Appliances,341262,3,Card,1023786
1282,2024-10-08,2080,Male,57,Port Harcourt,TV,Electronics,150417,1,Transfer,150417
1283,2024-10-09,2698,Male,39,Abuja,Fridge,Electronics,131816,3,Card,395448
1284,2024-10-10,2112,Male,46,Abuja,Phone,Home Appliances,203335,2,Cash,406670
1285,2024-10-11,2001,Male,25,Lagos,Phone,Home Appliances,325709,3,Card,977127
1286,2024-10-12,2641,Male,28,Port Harcourt,Blender,Home Appliances,201426,1,Card,201426
1287,2024-10-13,2219,Female,58,Port Harcourt,Fridge,Home Appliances,224023,1,Transfer,224023
1288,2024-10-14,2565,Male,54,Kano,Fridge,Home Appliances,403323,2,Transfer,806646
1289,2024-10-15,2854,Male,31,Kano,Phone,Home Appliances,73648,2,Card,147296
1290,2024-10-16,2996,Female,47,Lagos,Laptop,Home Appliances,493945,3,Cash,1481835
1291,2024-10-17,2735,Female,52,Lagos,Blender,Electronics,91971,3,Card,275913
1292,2024-10-18,2224,Female,38,Ibadan,Fridge,Home Appliances,68658,1,Card,68658
1293,2024-10-19,2384,Male,54,Kano,Phone,Home Appliances,71253,2,Cash,142506
1294,2024-10-20,2402,Female,22,Abuja,Fridge,Home Appliances,229635,2,Transfer,459270
1295,2024-10-21,2637,Male,36,Port Harcourt,Blender,Electronics,207462,2,Card,414924
1296,2024-10-22,2129,Male,31,Lagos,Blender,Electronics,400808,3,Transfer,1202424
1297,2024-10-23,2052,Male,43,Port Harcourt,TV,Home Appliances,232650,2,Transfer,465300
1298,2024-10-24,2683,Male,21,Port Harcourt,Phone,Home Appliances,260097,1,Cash,260097
1299,2024-10-25,2729,Female,42,Ibadan,Blender,Home Appliances,153850,1,Cash,153850
1300,2024-10-26,2671,Female,59,Kano,TV,Electronics,475874,3,Transfer,1427622
1301,2024-10-27,2709,Male,42,Lagos,TV,Electronics,187924,4,Card,751696
